ru,data,refeicao,id_preparacao,tipo_preparacao,preparacao,preparacao_bruta,otimo,regular,ruim,total_respostas,isc_linha
P2,2026-07-07,Café,,Especial,NAO_IDENTIFICADA,Café46210Especial,112.0,24.0,1.0,137.0,9.058394160583942
B,2026-07-07,Café,,Especial Veg,NAO_IDENTIFICADA,Café46210Especial Veg,138.0,0.0,0.0,138.0,10.0
P2,2026-07-07,Café,,Especial Veg,NAO_IDENTIFICADA,Café46210Especial Veg,112.0,0.0,0.0,112.0,10.0
B,2026-07-08,Café,,Especial,NAO_IDENTIFICADA,Café46211Especial,131.0,4.0,0.0,135.0,9.851851851851851
P2,2026-07-08,Café,,Especial,NAO_IDENTIFICADA,Café46211Especial,93.0,12.0,0.0,105.0,9.428571428571429
B,2026-07-08,Café,,Especial Veg,NAO_IDENTIFICADA,Café46211Especial Veg,131.0,1.0,0.0,132.0,9.962121212121213
P2,2026-07-08,Café,,Especial Veg,NAO_IDENTIFICADA,Café46211Especial Veg,93.0,2.0,0.0,95.0,9.894736842105264
B,2026-07-09,Café,,Especial,NAO_IDENTIFICADA,Café46212Especial,123.0,3.0,1.0,127.0,9.811023622047244
P2,2026-07-09,Café,,Especial,NAO_IDENTIFICADA,Café46212Especial,97.0,14.0,0.0,111.0,9.36936936936937
B,2026-07-09,Café,,Especial Veg,NAO_IDENTIFICADA,Café46212Especial Veg,123.0,5.0,0.0,128.0,9.8046875
P2,2026-07-09,Café,,Especial Veg,NAO_IDENTIFICADA,Café46212Especial Veg,97.0,1.0,0.0,98.0,9.948979591836734
B,2026-07-10,Café,,Especial,NAO_IDENTIFICADA,Café46213Especial,124.0,3.0,0.0,127.0,9.881889763779528
P2,2026-07-10,Café,,Especial,NAO_IDENTIFICADA,Café46213Especial,83.0,14.0,1.0,98.0,9.193877551020408
B,2026-07-10,Café,,Especial Veg,NAO_IDENTIFICADA,Café46213Especial Veg,124.0,1.0,0.0,125.0,9.96
P2,2026-07-10,Café,,Especial Veg,NAO_IDENTIFICADA,Café46213Especial Veg,83.0,1.0,0.0,84.0,9.94047619047619
B,2026-07-13,Café,,Especial,NAO_IDENTIFICADA,Café46216Especial,64.0,0.0,0.0,64.0,10.0
P2,2026-07-13,Café,,Especial,NAO_IDENTIFICADA,Café46216Especial,60.0,5.0,0.0,65.0,9.615384615384615
B,2026-07-13,Café,,Especial Veg,NAO_IDENTIFICADA,Café46216Especial Veg,64.0,0.0,0.0,64.0,10.0
P2,2026-07-13,Café,,Especial Veg,NAO_IDENTIFICADA,Café46216Especial Veg,60.0,0.0,0.0,60.0,10.0
B,2026-07-14,Café,,Especial,NAO_IDENTIFICADA,Café46217Especial,100.0,4.0,0.0,104.0,9.807692307692308
P2,2026-07-14,Café,,Especial,NAO_IDENTIFICADA,Café46217Especial,48.0,8.0,0.0,56.0,9.285714285714286
B,2026-07-14,Café,,Especial Veg,NAO_IDENTIFICADA,Café46217Especial Veg,100.0,3.0,0.0,103.0,9.854368932038835
P2,2026-07-14,Café,,Especial Veg,NAO_IDENTIFICADA,Café46217Especial Veg,48.0,0.0,0.0,48.0,10.0
B,2026-07-15,Café,,Especial,NAO_IDENTIFICADA,Café46218Especial,107.0,1.0,0.0,108.0,9.953703703703704
P2,2026-07-15,Café,,Especial,NAO_IDENTIFICADA,Café46218Especial,44.0,6.0,1.0,51.0,9.235294117647058
B,2026-07-15,Café,,Especial Veg,NAO_IDENTIFICADA,Café46218Especial Veg,107.0,0.0,1.0,108.0,9.916666666666666
P2,2026-07-15,Café,,Especial Veg,NAO_IDENTIFICADA,Café46218Especial Veg,44.0,0.0,0.0,44.0,10.0
B,2026-07-16,Café,,Especial,NAO_IDENTIFICADA,Café46219Especial,104.0,6.0,1.0,111.0,9.64864864864865
P2,2026-07-16,Café,,Especial,NAO_IDENTIFICADA,Café46219Especial,43.0,1.0,0.0,44.0,9.886363636363637
B,2026-07-16,Café,,Especial Veg,NAO_IDENTIFICADA,Café46219Especial Veg,104.0,2.0,0.0,106.0,9.90566037735849
P2,2026-07-16,Café,,Especial Veg,NAO_IDENTIFICADA,Café46219Especial Veg,43.0,1.0,0.0,44.0,9.886363636363637
B,2026-07-17,Café,,Especial,NAO_IDENTIFICADA,Café46220Especial,84.0,4.0,0.0,88.0,9.772727272727273
P2,2026-07-17,Café,,Especial,NAO_IDENTIFICADA,Café46220Especial,35.0,8.0,0.0,43.0,9.069767441860465
B,2026-07-17,Café,,Especial Veg,NAO_IDENTIFICADA,Café46220Especial Veg,84.0,0.0,0.0,84.0,10.0
P2,2026-07-17,Café,,Especial Veg,NAO_IDENTIFICADA,Café46220Especial Veg,35.0,0.0,0.0,35.0,10.0
B,2026-07-20,Café,,Especial,NAO_IDENTIFICADA,Café46223Especial,70.0,0.0,0.0,70.0,10.0
P2,2026-07-20,Café,,Especial,NAO_IDENTIFICADA,Café46223Especial,30.0,3.0,0.0,33.0,9.545454545454545
B,2026-07-20,Café,,Especial Veg,NAO_IDENTIFICADA,Café46223Especial Veg,70.0,0.0,0.0,70.0,10.0
P2,2026-07-20,Café,,Especial Veg,NAO_IDENTIFICADA,Café46223Especial Veg,30.0,0.0,0.0,30.0,10.0
B,2026-07-21,Café,,Especial,NAO_IDENTIFICADA,Café46224Especial,91.0,3.0,0.0,94.0,9.840425531914894
P2,2026-07-21,Café,,Especial,NAO_IDENTIFICADA,Café46224Especial,38.0,6.0,0.0,44.0,9.318181818181818
B,2026-07-21,Café,,Especial Veg,NAO_IDENTIFICADA,Café46224Especial Veg,91.0,2.0,0.0,93.0,9.89247311827957
P2,2026-07-21,Café,,Especial Veg,NAO_IDENTIFICADA,Café46224Especial Veg,38.0,0.0,0.0,38.0,10.0
B,2026-07-22,Café,,Especial,NAO_IDENTIFICADA,Café46225Especial,104.0,6.0,0.0,110.0,9.727272727272727
P2,2026-07-22,Café,,Especial,NAO_IDENTIFICADA,Café46225Especial,43.0,4.0,0.0,47.0,9.574468085106384
B,2026-07-22,Café,,Especial Veg,NAO_IDENTIFICADA,Café46225Especial Veg,104.0,1.0,0.0,105.0,9.952380952380953
P2,2026-07-22,Café,,Especial Veg,NAO_IDENTIFICADA,Café46225Especial Veg,43.0,0.0,0.0,43.0,10.0
B,2026-07-23,Café,,Especial,NAO_IDENTIFICADA,Café46226Especial,89.0,3.0,0.0,92.0,9.83695652173913
P2,2026-07-23,Café,,Especial,NAO_IDENTIFICADA,Café46226Especial,46.0,3.0,0.0,49.0,9.693877551020408
B,2026-07-23,Café,,Especial Veg,NAO_IDENTIFICADA,Café46226Especial Veg,89.0,2.0,1.0,92.0,9.793478260869565
P2,2026-07-23,Café,,Especial Veg,NAO_IDENTIFICADA,Café46226Especial Veg,46.0,0.0,0.0,46.0,10.0
B,2026-07-24,Café,,Especial,NAO_IDENTIFICADA,Café46227Especial,95.0,1.0,0.0,96.0,9.947916666666666
P2,2026-07-24,Café,,Especial,NAO_IDENTIFICADA,Café46227Especial,36.0,2.0,0.0,38.0,9.736842105263158
B,2026-07-24,Café,,Especial Veg,NAO_IDENTIFICADA,Café46227Especial Veg,95.0,0.0,0.0,95.0,10.0
P2,2026-07-24,Café,,Especial Veg,NAO_IDENTIFICADA,Café46227Especial Veg,36.0,0.0,0.0,36.0,10.0
B,2026-07-27,Café,,Especial,NAO_IDENTIFICADA,Café46230Especial,61.0,2.0,1.0,64.0,9.703125
P2,2026-07-27,Café,,Especial,NAO_IDENTIFICADA,Café46230Especial,37.0,2.0,0.0,39.0,9.743589743589743
B,2026-07-27,Café,,Especial Veg,NAO_IDENTIFICADA,Café46230Especial Veg,61.0,1.0,1.0,63.0,9.777777777777779
P2,2026-07-27,Café,,Especial Veg,NAO_IDENTIFICADA,Café46230Especial Veg,37.0,0.0,0.0,37.0,10.0
B,2026-07-28,Café,,Especial,NAO_IDENTIFICADA,Café46231Especial,71.0,3.0,0.0,74.0,9.797297297297296
P2,2026-07-28,Café,,Especial,NAO_IDENTIFICADA,Café46231Especial,44.0,7.0,0.0,51.0,9.313725490196079
B,2026-07-28,Café,,Especial Veg,NAO_IDENTIFICADA,Café46231Especial Veg,71.0,0.0,0.0,71.0,10.0
P2,2026-07-28,Café,,Especial Veg,NAO_IDENTIFICADA,Café46231Especial Veg,44.0,0.0,0.0,44.0,10.0
B,2026-07-29,Café,,Especial,NAO_IDENTIFICADA,Café46232Especial,77.0,4.0,0.0,81.0,9.753086419753087
P2,2026-07-29,Café,,Especial,NAO_IDENTIFICADA,Café46232Especial,46.0,2.0,0.0,48.0,9.791666666666666
B,2026-07-29,Café,,Especial Veg,NAO_IDENTIFICADA,Café46232Especial Veg,77.0,1.0,0.0,78.0,9.935897435897436
P2,2026-07-29,Café,,Especial Veg,NAO_IDENTIFICADA,Café46232Especial Veg,46.0,1.0,0.0,47.0,9.893617021276595
B,2026-07-30,Café,,Especial,NAO_IDENTIFICADA,Café46233Especial,80.0,2.0,0.0,82.0,9.878048780487806
P2,2026-07-30,Café,,Especial,NAO_IDENTIFICADA,Café46233Especial,46.0,,,,10.0
B,2026-07-30,Café,,Especial Veg,NAO_IDENTIFICADA,Café46233Especial Veg,80.0,0.0,0.0,80.0,10.0
P2,2026-07-30,Café,,Especial Veg,NAO_IDENTIFICADA,Café46233Especial Veg,46.0,,,,10.0
B,2026-07-31,Café,,Especial,NAO_IDENTIFICADA,Café46234Especial,78.0,2.0,0.0,80.0,9.875
P2,2026-07-31,Café,,Especial,NAO_IDENTIFICADA,Café46234Especial,47.0,9.0,1.0,57.0,9.052631578947368
B,2026-07-31,Café,,Especial Veg,NAO_IDENTIFICADA,Café46234Especial Veg,78.0,0.0,0.0,78.0,10.0
P2,2026-07-31,Café,,Especial Veg,NAO_IDENTIFICADA,Café46234Especial Veg,47.0,0.0,0.0,47.0,10.0
B,2026-08-03,Café,,Especial,NAO_IDENTIFICADA,Café46237Especial,68.0,0.0,0.0,68.0,10.0
P2,2026-08-03,Café,,Especial,NAO_IDENTIFICADA,Café46237Especial,36.0,3.0,0.0,39.0,9.615384615384615
B,2026-08-03,Café,,Especial Veg,NAO_IDENTIFICADA,Café46237Especial Veg,68.0,0.0,0.0,68.0,10.0
P2,2026-08-03,Café,,Especial Veg,NAO_IDENTIFICADA,Café46237Especial Veg,36.0,0.0,0.0,36.0,10.0
B,2026-08-04,Café,,Especial,NAO_IDENTIFICADA,Café46238Especial,81.0,3.0,0.0,84.0,9.821428571428571
P2,2026-08-04,Café,,Especial,NAO_IDENTIFICADA,Café46238Especial,57.0,12.0,0.0,69.0,9.130434782608695
B,2026-08-04,Café,,Especial Veg,NAO_IDENTIFICADA,Café46238Especial Veg,81.0,3.0,0.0,84.0,9.821428571428571
P2,2026-08-04,Café,,Especial Veg,NAO_IDENTIFICADA,Café46238Especial Veg,57.0,0.0,0.0,57.0,10.0
B,2026-08-05,Café,,Especial,NAO_IDENTIFICADA,Café46239Especial,92.0,3.0,0.0,95.0,9.842105263157896
P2,2026-08-05,Café,,Especial,NAO_IDENTIFICADA,Café46239Especial,53.0,10.0,0.0,63.0,9.206349206349206
B,2026-08-05,Café,,Especial Veg,NAO_IDENTIFICADA,Café46239Especial Veg,92.0,1.0,0.0,93.0,9.946236559139784
P2,2026-08-05,Café,,Especial Veg,NAO_IDENTIFICADA,Café46239Especial Veg,53.0,1.0,0.0,54.0,9.907407407407407
B,2026-08-06,Café,,Especial,NAO_IDENTIFICADA,Café46240Especial,83.0,3.0,1.0,87.0,9.724137931034482
P2,2026-08-06,Café,,Especial,NAO_IDENTIFICADA,Café46240Especial,52.0,8.0,1.0,61.0,9.19672131147541
B,2026-08-06,Café,,Especial Veg,NAO_IDENTIFICADA,Café46240Especial Veg,83.0,0.0,0.0,83.0,10.0
P2,2026-08-06,Café,,Especial Veg,NAO_IDENTIFICADA,Café46240Especial Veg,52.0,1.0,0.0,53.0,9.90566037735849
B,2026-08-07,Café,,Especial,NAO_IDENTIFICADA,Café46241Especial,93.0,4.0,0.0,97.0,9.793814432989691
P2,2026-08-07,Café,,Especial,NAO_IDENTIFICADA,Café46241Especial,61.0,10.0,1.0,72.0,9.180555555555555
B,2026-08-07,Café,,Especial Veg,NAO_IDENTIFICADA,Café46241Especial Veg,93.0,1.0,0.0,94.0,9.946808510638299
P2,2026-08-07,Café,,Especial Veg,NAO_IDENTIFICADA,Café46241Especial Veg,61.0,0.0,0.0,61.0,10.0
B,2026-08-10,Café,,Especial,NAO_IDENTIFICADA,Café46244Especial,158.0,9.0,1.0,168.0,9.678571428571429
P2,2026-08-10,Café,,Especial,NAO_IDENTIFICADA,Café46244Especial,133.0,8.0,0.0,141.0,9.71631205673759
B,2026-08-10,Café,,Especial Veg,NAO_IDENTIFICADA,Café46244Especial Veg,158.0,0.0,1.0,159.0,9.943396226415095
P2,2026-08-10,Café,,Especial Veg,NAO_IDENTIFICADA,Café46244Especial Veg,133.0,0.0,0.0,133.0,10.0
B,2026-08-11,Café,,Especial,NAO_IDENTIFICADA,Café46245Especial,219.0,23.0,0.0,242.0,9.524793388429751
P2,2026-08-11,Café,,Especial,NAO_IDENTIFICADA,Café46245Especial,185.0,21.0,0.0,206.0,9.490291262135923
B,2026-08-11,Café,,Especial Veg,NAO_IDENTIFICADA,Café46245Especial Veg,219.0,3.0,1.0,223.0,9.89237668161435
P2,2026-08-11,Café,,Especial Veg,NAO_IDENTIFICADA,Café46245Especial Veg,185.0,0.0,0.0,185.0,10.0
B,2026-08-12,Café,,Especial,NAO_IDENTIFICADA,Café46246Especial,196.0,14.0,2.0,212.0,9.584905660377359
P2,2026-08-12,Café,,Especial,NAO_IDENTIFICADA,Café46246Especial,186.0,21.0,2.0,209.0,9.411483253588516
B,2026-08-12,Café,,Especial Veg,NAO_IDENTIFICADA,Café46246Especial Veg,196.0,2.0,0.0,198.0,9.94949494949495
P2,2026-08-12,Café,,Especial Veg,NAO_IDENTIFICADA,Café46246Especial Veg,186.0,0.0,0.0,186.0,10.0
B,2026-08-13,Café,,Especial,NAO_IDENTIFICADA,Café46247Especial,197.0,13.0,0.0,210.0,9.69047619047619
P2,2026-08-13,Café,,Especial,NAO_IDENTIFICADA,Café46247Especial,181.0,41.0,0.0,222.0,9.076576576576576
B,2026-08-13,Café,,Especial Veg,NAO_IDENTIFICADA,Café46247Especial Veg,197.0,2.0,0.0,199.0,9.949748743718592
P2,2026-08-13,Café,,Especial Veg,NAO_IDENTIFICADA,Café46247Especial Veg,181.0,4.0,0.0,185.0,9.891891891891891
B,2026-08-14,Café,,Especial,NAO_IDENTIFICADA,Café46248Especial,180.0,,,,10.0
P2,2026-08-14,Café,,Especial,NAO_IDENTIFICADA,Café46248Especial,179.0,37.0,0.0,216.0,9.143518518518519
B,2026-08-14,Café,,Especial Veg,NAO_IDENTIFICADA,Café46248Especial Veg,180.0,,,,10.0
P2,2026-08-14,Café,,Especial Veg,NAO_IDENTIFICADA,Café46248Especial Veg,179.0,3.0,0.0,182.0,9.917582417582418
B,2026-08-17,Café,,Especial,NAO_IDENTIFICADA,Café46251Especial,188.0,6.0,0.0,194.0,9.845360824742269
P2,2026-08-17,Café,,Especial,NAO_IDENTIFICADA,Café46251Especial,179.0,11.0,4.0,194.0,9.530927835051546
B,2026-08-17,Café,,Especial Veg,NAO_IDENTIFICADA,Café46251Especial Veg,188.0,3.0,0.0,191.0,9.921465968586388
P2,2026-08-17,Café,,Especial Veg,NAO_IDENTIFICADA,Café46251Especial Veg,179.0,1.0,0.0,180.0,9.972222222222221
B,2026-08-18,Café,,Especial,NAO_IDENTIFICADA,Café46252Especial,214.0,13.0,0.0,227.0,9.713656387665198
P2,2026-08-18,Café,,Especial,NAO_IDENTIFICADA,Café46252Especial,197.0,30.0,0.0,227.0,9.33920704845815
B,2026-08-18,Café,,Especial Veg,NAO_IDENTIFICADA,Café46252Especial Veg,214.0,4.0,0.0,218.0,9.908256880733944
P2,2026-08-18,Café,,Especial Veg,NAO_IDENTIFICADA,Café46252Especial Veg,197.0,0.0,0.0,197.0,10.0
B,2026-08-19,Café,,Especial,NAO_IDENTIFICADA,Café46253Especial,241.0,16.0,1.0,258.0,9.655038759689923
P2,2026-08-19,Café,,Especial,NAO_IDENTIFICADA,Café46253Especial,188.0,35.0,2.0,225.0,9.142222222222221
B,2026-08-19,Café,,Especial Veg,NAO_IDENTIFICADA,Café46253Especial Veg,241.0,2.0,0.0,243.0,9.958847736625515
P2,2026-08-19,Café,,Especial Veg,NAO_IDENTIFICADA,Café46253Especial Veg,188.0,3.0,0.0,191.0,9.921465968586388
B,2026-08-20,Café,,Especial,NAO_IDENTIFICADA,Café46254Especial,212.0,,,,10.0
P2,2026-08-20,Café,,Especial,NAO_IDENTIFICADA,Café46254Especial,203.0,12.0,3.0,218.0,9.600917431192661
B,2026-08-20,Café,,Especial Veg,NAO_IDENTIFICADA,Café46254Especial Veg,212.0,,,,10.0
P2,2026-08-20,Café,,Especial Veg,NAO_IDENTIFICADA,Café46254Especial Veg,203.0,1.0,1.0,205.0,9.93170731707317
B,2026-08-21,Café,,Especial,NAO_IDENTIFICADA,Café46255Especial,,33.0,2.0,,4.771428571428571
P2,2026-08-21,Café,,Especial,NAO_IDENTIFICADA,Café46255Especial,203.0,90.0,5.0,298.0,8.338926174496644
B,2026-08-21,Café,,Especial Veg,NAO_IDENTIFICADA,Café46255Especial Veg,,2.0,0.0,,5.0
P2,2026-08-21,Café,,Especial Veg,NAO_IDENTIFICADA,Café46255Especial Veg,203.0,2.0,0.0,205.0,9.951219512195122
B,2026-08-24,Café,,Especial,NAO_IDENTIFICADA,Café46258Especial,203.0,11.0,0.0,214.0,9.742990654205608
P2,2026-08-24,Café,,Especial,NAO_IDENTIFICADA,Café46258Especial,187.0,16.0,2.0,205.0,9.521951219512195
B,2026-08-24,Café,,Especial Veg,NAO_IDENTIFICADA,Café46258Especial Veg,203.0,2.0,0.0,205.0,9.951219512195122
P2,2026-08-24,Café,,Especial Veg,NAO_IDENTIFICADA,Café46258Especial Veg,187.0,6.0,0.0,193.0,9.844559585492227
B,2026-08-25,Café,,Especial,NAO_IDENTIFICADA,Café46259Especial,266.0,23.0,0.0,289.0,9.602076124567475
P2,2026-08-25,Café,,Especial,NAO_IDENTIFICADA,Café46259Especial,222.0,34.0,0.0,256.0,9.3359375
B,2026-08-25,Café,,Especial Veg,NAO_IDENTIFICADA,Café46259Especial Veg,266.0,2.0,0.0,268.0,9.962686567164178
P2,2026-08-25,Café,,Especial Veg,NAO_IDENTIFICADA,Café46259Especial Veg,222.0,0.0,0.0,222.0,10.0
B,2026-08-26,Café,,Especial,NAO_IDENTIFICADA,Café46260Especial,254.0,6.0,2.0,262.0,9.816793893129772
P2,2026-08-26,Café,,Especial,NAO_IDENTIFICADA,Café46260Especial,221.0,20.0,6.0,247.0,9.376518218623481
B,2026-08-26,Café,,Especial Veg,NAO_IDENTIFICADA,Café46260Especial Veg,254.0,2.0,2.0,258.0,9.891472868217054
P2,2026-08-26,Café,,Especial Veg,NAO_IDENTIFICADA,Café46260Especial Veg,221.0,3.0,0.0,224.0,9.933035714285714
B,2026-08-27,Café,,Especial,NAO_IDENTIFICADA,Café46261Especial,241.0,,,,10.0
P2,2026-08-27,Café,,Especial,NAO_IDENTIFICADA,Café46261Especial,194.0,30.0,1.0,225.0,9.293333333333333
B,2026-08-27,Café,,Especial Veg,NAO_IDENTIFICADA,Café46261Especial Veg,241.0,,,,10.0
P2,2026-08-27,Café,,Especial Veg,NAO_IDENTIFICADA,Café46261Especial Veg,194.0,2.0,0.0,196.0,9.948979591836734
B,2026-08-28,Café,,Especial,NAO_IDENTIFICADA,Café46262Especial,228.0,,,,10.0
P2,2026-08-28,Café,,Especial,NAO_IDENTIFICADA,Café46262Especial,202.0,35.0,1.0,238.0,9.22689075630252
B,2026-08-28,Café,,Especial Veg,NAO_IDENTIFICADA,Café46262Especial Veg,228.0,,,,10.0
P2,2026-08-28,Café,,Especial Veg,NAO_IDENTIFICADA,Café46262Especial Veg,202.0,1.0,0.0,203.0,9.975369458128078
B,2026-08-31,Café,,Especial,NAO_IDENTIFICADA,Café46265Especial,189.0,4.0,0.0,193.0,9.896373056994818
P2,2026-08-31,Café,,Especial,NAO_IDENTIFICADA,Café46265Especial,195.0,19.0,1.0,215.0,9.516279069767442
B,2026-08-31,Café,,Especial Veg,NAO_IDENTIFICADA,Café46265Especial Veg,189.0,1.0,0.0,190.0,9.973684210526315
P2,2026-08-31,Café,,Especial Veg,NAO_IDENTIFICADA,Café46265Especial Veg,195.0,0.0,0.0,195.0,10.0
B,2026-09-01,Café,,Especial,NAO_IDENTIFICADA,Café46266Especial,,,,,
P2,2026-09-01,Café,,Especial,NAO_IDENTIFICADA,Café46266Especial,227.0,30.0,0.0,257.0,9.416342412451362
B,2026-09-01,Café,,Especial Veg,NAO_IDENTIFICADA,Café46266Especial Veg,,,,,
P2,2026-09-01,Café,,Especial Veg,NAO_IDENTIFICADA,Café46266Especial Veg,227.0,0.0,0.0,227.0,10.0
B,2026-09-02,Café,,Especial,NAO_IDENTIFICADA,Café46267Especial,,,,,
P2,2026-09-02,Café,,Especial,NAO_IDENTIFICADA,Café46267Especial,214.0,17.0,5.0,236.0,9.44915254237288
B,2026-09-02,Café,,Especial Veg,NAO_IDENTIFICADA,Café46267Especial Veg,,,,,
P2,2026-09-02,Café,,Especial Veg,NAO_IDENTIFICADA,Café46267Especial Veg,214.0,5.0,0.0,219.0,9.885844748858448
B,2026-09-03,Café,,Especial,NAO_IDENTIFICADA,Café46268Especial,,,,,
P2,2026-09-03,Café,,Especial,NAO_IDENTIFICADA,Café46268Especial,,,,,
B,2026-09-03,Café,,Especial Veg,NAO_IDENTIFICADA,Café46268Especial Veg,,,,,
P2,2026-09-03,Café,,Especial Veg,NAO_IDENTIFICADA,Café46268Especial Veg,,,,,
B,2026-09-04,Café,,Especial,NAO_IDENTIFICADA,Café46269Especial,,,,,
P2,2026-09-04,Café,,Especial,NAO_IDENTIFICADA,Café46269Especial,,,,,
B,2026-09-04,Café,,Especial Veg,NAO_IDENTIFICADA,Café46269Especial Veg,,,,,
P2,2026-09-04,Café,,Especial Veg,NAO_IDENTIFICADA,Café46269Especial Veg,,,,,
